Titulo da pagina e nome da tela;Data;Sessoes;Usuarios;Novos usuarios
Roberto Tobar;20230923;1;1;0
Robson 1999;20230922;1;1;1
Rodolfo 2004;20230920;1;1;0
Rodolpho Toski Marques;20230922;1;1;0
Rodrigues 1950;20230921;1;1;0
Roger 2004;20230920;1;1;0
Roger 2004;20230923;1;1;0
Rogerinho 1997;20230920;1;1;0
Rogerio 2006;20230921;1;1;0
Roma 0 X 1 Fluminense;20230921;1;1;0
Romeu 1942 - Gols por Ano;20230923;1;1;0
Romeu 2009;20230921;1;1;0
Romildo Correa;20230921;1;1;0
Romario 2004;20230920;1;1;0
Romario 2004;20230922;1;1;0
Ronald 1997;20230923;1;1;0
Ronchi;20230918;1;1;0
Rongo 1941;20230920;1;1;1
Roni 2009;20230919;1;1;0
Rony 1996;20230921;1;1;1
Royal 0 X 3 Fluminense;20230924;1;1;0
Rubens Galaxe 1982;20230920;1;1;0
Russo 1944 - Gols por Ano;20230923;1;1;0
Ruy 2009;20230921;1;1;0
Ruy 2009;20230923;1;1;0
S. C. Internacional 1 X 3 Fluminense;20230922;1;1;0
Saldo de 1 gols do Fernando Diniz;20230921;1;1;0
Saldo de 2 gols do Fernando Diniz;20230921;1;1;0
Saldo de 3 gols do Fernando Diniz;20230921;1;1;0
Saldo de 4 gols contra Cruzeiro;20230920;1;1;0
Saldo de 4 gols do Fernando Diniz;20230921;1;1;0
Saldo de 5 gols contra Cruzeiro;20230920;1;1;0
Saldo de 5 gols do Fernando Diniz;20230921;1;1;0
Saldo de 6 gols contra Cruzeiro;20230920;1;1;0
Saldo de 6 gols do Fernando Diniz;20230921;1;1;0
Saldo de 7 gols do Fernando Diniz;20230921;1;1;0
Saldo de 8 gols do Fernando Diniz;20230921;1;1;0
Saldo de 9 gols do Fernando Diniz;20230921;1;1;0
Saldo de placar com Tecnico;20230921;1;1;0
Saldo de placar por Adversarios;20230920;1;1;0
Salmond 1908;20230918;1;1;0
Salmond 1908;20230921;1;1;0
Samuel Xavier 2023;20230920;1;1;0
Sandro Meira Ricci;20230922;1;1;0
Santa Cruz 3 X 6 Fluminense;20230923;1;1;0
Santos 1 X 1 Fluminense;20230923;1;1;0
Santos 1 X 4 Fluminense;20230921;1;1;0
Santos 2 X 0 Fluminense;20230921;1;1;0
Santos 2 X 2 Fluminense;20230921;1;1;0
Santos 3 X 0 Fluminense;20230924;1;1;0
Schuback 1904;20230922;1;1;0
Selecao Camaroes 1 X 3 Fluminense;20230924;1;1;0
Selecao Coreia 0 X 0 Fluminense;20230924;1;1;0
Selecao Ilheus 1 X 3 Fluminense;20230920;1;1;0
Selecao Martinica 1 X 1 Fluminense;20230919;1;1;0
Selecao Niteroi 1 X 1 Fluminense;20230923;1;1;0
Selecao Niteroi 2 X 4 Fluminense;20230923;1;1;0
Selecao Olimpica Coreia do Sul 0 X 3 Fluminense;20230924;1;1;0
Selecao Paraguai 0 X 0 Fluminense;20230924;1;1;0
Selecao Sao Paulo 4 X 3 Fluminense;20230919;1;1;0
Selecao Turquia 1 X 4 Fluminense;20230918;1;1;0
Selecao Uruguai 1 X 1 Fluminense;20230924;1;1;0
Selecao Uruguai 3 X 3 Fluminense;20230924;1;1;0
Selecao de Aruba 0 X 2 Fluminense;20230921;1;1;0
Selecao do Fluzao.info;20230919;1;1;0
Sequencia de Tecnico;20230920;1;1;0
Sequencia de gols seguidos;20230920;1;1;0
Sequencias - Maracana;20230920;1;1;0
Sequencias como mandante;20230920;1;1;0
Sequencias como mandante;20230923;1;1;0
Sequencias em Estadio;20230920;1;1;0
Sequencias em Estadio como mandante;20230920;1;1;0
Sequencias em classicos;20230918;1;1;0
Sergio Americo 1970;20230919;1;1;1
Serrano 2 X 2 Fluminense;20230923;1;1;0
Shakhtar Donetsk 1 X 1 Fluminense;20230924;1;1;0
Sobradinho 0 X 1 Fluminense;20230918;1;1;1
Sornoza 2018;20230921;1;1;0
Sornoza 2018;20230923;1;1;0
Souza 2012;20230921;1;1;0
Spal 2 X 3 Fluminense;20230924;1;1;0
Sport 1 X 2 Fluminense;20230923;1;1;0
Sporting 0 X 3 Fluminense;20230924;1;1;0
Sporting Cristal 1 X 3 Fluminense;20230918;1;1;0
Sporting Cristal 1 X 3 Fluminense;20230921;1;1;0
Sporting Cristal 1 X 3 Fluminense;20230924;1;1;0
Substituicoes de Jogador;20230919;1;1;0
Substituicoes de Jogador;20230922;1;1;0
Swangard;20230920;1;1;0
Sao Caetano 2 X 0 Fluminense;20230922;1;1;0
Sao Cristovao 0 X 2 Fluminense;20230923;1;1;0
Sao Cristovao 1 X 1 Fluminense;20230920;1;1;0
Sao Cristovao 1 X 1 Fluminense;20230921;1;1;0
Sao Cristovao 1 X 2 Fluminense;20230922;1;1;0
Sao Cristovao 2 X 0 Fluminense;20230924;1;1;0
Sao Cristovao 2 X 5 Fluminense;20230921;1;1;0
Sao Cristovao 3 X 1 Fluminense;20230924;1;1;0
Sao Cristovao 3 X 5 Fluminense;20230924;1;1;0
Sao Cristovao 4 X 3 Fluminense;20230923;1;1;0
Sao Januario;20230921;1;1;0
Sao Paulo 0 X 3 Fluminense;20230923;1;1;0
Sao Paulo 1 X 0 Fluminense;20230918;1;1;0
Sao Paulo 1 X 0 Fluminense;20230921;1;1;0
Sao Paulo 1 X 0 Fluminense;20230923;1;1;0
Sao Paulo 1 X 2 Fluminense;20230923;1;1;0
Sao Paulo 2 X 0 Fluminense;20230921;1;1;0
Sao Paulo 2 X 2 Fluminense;20230921;1;1;0
Sao Paulo 2 X 2 Fluminense;20230923;1;1;0
Sao Paulo 3 X 7 Fluminense;20230923;1;1;0
Sao Paulo 5 X 1 Fluminense;20230923;1;1;0
Sao Paulo 6 X 0 Fluminense;20230920;1;1;0
Sao Paulo Athletic 0 X 0 Fluminense;20230922;1;1;0
Sergio Araujo 1990;20230919;1;1;0
Sergio Manoel 1993;20230924;1;1;0
Tanta 0 X 3 Fluminense;20230923;1;1;0
Tarancon 1 X 12 Fluminense;20230924;1;1;0
Tarta 2011;20230918;1;1;0
Tarzan 1948;20230919;1;1;1
Tarzan 1948;20230922;1;1;1
Taca dos Campeoes;20230922;1;1;0
Team Buchan 2 X 3 Fluminense;20230923;1;1;0
Tec - Abel;20230923;1;1;0
Tec - Alexandre Gama;20230920;1;1;0
Tec - Antonio Lopes;20230920;1;1;0
Tec - Carlos Alberto Torres;20230920;1;1;0
Tec - Cuca;20230920;1;1;0
Tec - Didi;20230920;1;1;0
Tec - Evaristo de Macedo;20230920;1;1;0
Tec - Fernando Diniz;20230918;1;1;0
Tec - Fernando Diniz;20230919;1;1;0
Tec - Fernando Diniz;20230921;1;1;0
Tec - Fernando Diniz;20230923;1;1;0
Tec - Lagarto;20230921;1;1;0
Tec - Parreira;20230920;1;1;0
Tec - Paulo Rabelo;20230922;1;1;0
Tec - Procopio;20230921;1;1;0
Tec - Renato Gaucho;20230920;1;1;0
Tec - Renato Gaucho;20230922;1;1;0
Tec - Ricardo Drubscky;20230920;1;1;0
Tec - Valdir Espinosa;20230920;1;1;0
Tec - Wanderley Luxemburgo;20230921;1;1;0
Tec - Zagalo;20230922;1;1;0
Tec - Zeze Moreira;20230918;1;1;0
Tele 1961;20230921;1;1;0
Tele 1961;20230923;1;1;0
Tempo que faz/leva QTD gols;20230922;1;1;0
The Strongest 1 X 0 Fluminense;20230918;1;1;0
The Strongest 1 X 0 Fluminense;20230921;1;1;0
Thiago 2005;20230920;1;1;0
Thiago Carleto 2012;20230921;1;1;0
Thiago Carleto 2012;20230923;1;1;0
Thiago Neves 2013;20230920;1;1;0
Thiago Santos 2023;20230923;1;1;0
Thiago Silva 2008;20230922;1;1;0
Tigres 0 X 3 Fluminense;20230918;1;1;0
Tiguta 1968;20230923;1;1;1
Tim 1944;20230924;1;1;0
Timeline Tecnicos;20230921;1;1;0
Timeline Tecnicos;20230922;1;1;0
Times do Sudeste;20230918;1;1;0
Tipos de gol por ano;20230918;1;1;0
Tipos de gol por ano;20230921;1;1;0
Tito 1964;20230918;1;1;1
Todas as camisas;20230918;1;1;0
Todas as camisas;20230919;1;1;0
Todos os Jogos apitados por Carlos Ramalho Trovao;20230919;1;1;0
Todos os Jogos apitados por Raphael Claus;20230918;1;1;0
Todos os Jogos apitados por Alvaro Quelhas;20230924;1;1;0
Todos os Jogos contra America MG-MG;20230919;1;1;0
Todos os Jogos contra America-RJ;20230921;1;1;0
Todos os Jogos contra Atletico MG-MG;20230924;1;1;0
Todos os Jogos contra Boavista-RJ;20230918;1;1;0
Todos os Jogos contra Bonsucesso-RJ;20230920;1;1;0
Todos os Jogos contra Corinthians-SP;20230921;1;1;0
Todos os Jogos contra Cruzeiro-MG;20230918;1;1;0
Todos os Jogos contra Cruzeiro-MG;20230924;1;1;0
Todos os Jogos contra Cuiaba-MT;20230924;1;1;0
Todos os Jogos contra Figueirense-SC;20230918;1;1;0
Todos os Jogos contra Fortaleza-CE;20230919;1;1;0
Todos os Jogos contra Gremio-RS;20230920;1;1;0
Todos os Jogos contra Jorginho Namorador;20230922;1;1;1
Todos os Jogos contra Juiz de Fora-MG;20230919;1;1;0
Todos os Jogos contra Macae-RJ;20230918;1;1;0
Todos os Jogos contra Marcinho;20230921;1;1;0
Todos os Jogos contra Palmeiras-SP;20230920;1;1;0
Todos os Jogos contra Palmeiras-SP;20230921;1;1;0
Todos os Jogos contra Vasco-RJ;20230920;1;1;0
Todos os Jogos contra Vasco-RJ;20230921;1;1;0
Todos os Jogos contra Ze Ricardo;20230920;1;1;0
Todos os Jogos contra Ze Ricardo;20230921;1;1;0
Todos os Jogos de Abel;20230922;1;1;0
Todos os Jogos do Deco;20230923;1;1;0
Todos os Jogos do Felipe Melo;20230923;1;1;0
Todos os Jogos do John Kennedy;20230921;1;1;0
Todos os Jogos do Mutzembecker;20230919;1;1;0
Todos os Jogos do Samuel Xavier;20230923;1;1;0
Todos os Jogos no(a) Engenheiro Araripe;20230920;1;1;1
Todos os Jogos no(a) Engenheiro Araripe;20230922;1;1;0
Todos os Jogos no(a) Engenheiro Araripe;20230923;1;1;1
Todos os Jogos no(a) Icarai;20230924;1;1;0
Todos os Jogos no(a) Ipatingao;20230922;1;1;0
Todos os Jogos no(a) Maracana;20230919;1;1;0
Todos os Jogos no(a) Praia Vermelha;20230921;1;1;1
Todos os Jogos no(a) Rua Bariri;20230918;1;1;1
Todos os Jogos no(a) Rua Bariri;20230922;1;1;1
Todos os jogos de Adversario;20230918;1;1;0
Todos os jogos de Adversario;20230919;1;1;0
Todos os jogos de Adversario;20230920;1;1;0
Todos os jogos em campeonato;20230923;1;1;0
Todos os jogos em estadio;20230919;1;1;0
Todos os jogos no(a) Libertadores da America;20230922;1;0;0
Todos os jogos no(a) Libertadores da America;20230923;1;1;0
Torneio 703 Amsterdam;20230924;1;1;0
Torneio Aberto 1935;20230923;1;1;0
Torneio Extra 1941;20230922;1;1;0
Torneio Inicio 1923;20230921;1;1;0
Torneio Inicio 1940;20230922;1;1;0
Torneio Inicio 1941;20230922;1;1;0
Torneio Inicio 1955;20230918;1;1;0
Torneio Municipal 1951;20230918;1;1;0
Torneio Rio-Sao Paulo 1933;20230924;1;1;0
Torneio Rio-Sao Paulo 1940;20230924;1;1;0
Torneio de Medelin 1953;20230918;1;1;0
Torneio de Paris 1975;20230919;1;1;1
Torneio dos Campeoes;20230922;1;1;0
Treinador com mais campeonatos disputados;20230921;1;1;0
Treinador com mais jogos;20230922;1;1;0
Tricolor 1933 - 1934 em 0;20230923;1;1;0
Tricolor 1934 - 1959 em 0;20230923;1;1;0
Tricolor 1934 - 1959 em 1934;20230923;1;1;0
Tricolor 1962 - 1972;20230921;1;1;0
Tricolor 1986;20230919;1;1;0
Tricolor 1986;20230920;1;0;0
Trofeu Teresa Herrera 1977;20230924;1;1;0
Tupazinho 1996;20230920;1;1;0
Tuta 2006;20230921;1;1;0
Tecnico;20230918;1;1;0
Tecnico;20230919;1;1;0
Tecnico;20230923;1;1;0
Tecnico x Campeonato;20230921;1;1;0
Tecnico x Estadio;20230921;1;1;0
Tecnico x Estadio;20230922;1;1;0
Tecnico x Tecnico Adversario;20230922;1;1;0
Telvio 1991;20230921;1;1;0
Tulio 1999;20230920;1;1;0
Ubiraci 1965;20230921;1;1;0
Union Santa Fe 0 X 0 Fluminense;20230921;1;1;0
Uniao Sao Joao 1 X 1 Fluminense;20230922;1;1;0
Vale do Rio Doce 0 X 9 Fluminense;20230923;1;1;0
Valter Senra;20230918;1;1;1
Valencia 1 X 0 Fluminense;20230924;1;1;0
Valencia 3 X 3 Fluminense;20230918;1;1;0
Vasco - Maracana;20230919;1;1;0
Vasco 0 X 2 Fluminense;20230918;1;1;0
Vasco 0 X 2 Fluminense;20230923;1;1;0
Vasco 0 X 3 Fluminense;20230919;1;1;0
Vasco 0 X 3 Fluminense;20230923;1;1;0
Vasco 1 X 0 Fluminense;20230922;1;1;0
Vasco 1 X 0 Fluminense;20230923;1;1;0
Vasco 1 X 0 Fluminense;20230924;1;1;0
Vasco 1 X 1 Fluminense;20230921;1;1;0
Vasco 1 X 3 Fluminense;20230921;1;1;0
Vasco 1 X 5 Fluminense;20230918;1;1;1
Vasco 2 X 0 Fluminense;20230924;1;1;0
Vasco 2 X 1 Fluminense;20230921;1;1;0
Vasco 3 X 1 Fluminense;20230921;1;1;0
Vasco 3 X 1 Fluminense;20230923;1;1;0
Vasco 3 X 2 Fluminense;20230921;1;1;0
Vasco 4 X 0 Fluminense;20230920;1;1;0
Vasco 4 X 0 Fluminense;20230921;1;1;0
Vasco 4 X 2 Fluminense;20230918;1;1;0
Vasco 4 X 2 Fluminense;20230920;1;1;0
Vasco 4 X 2 Fluminense;20230921;1;1;0
Vasco de 01/01/1990 ate 19/09/2023;20230919;1;1;0
Velodromo;20230924;1;1;0
Vermelhos do Magrao - 1994;20230921;1;1;0
Vermelhos do Marcelo Cardoso - 1997;20230921;1;1;0
Vermelhos do Marcelo Ribeiro - 1992;20230921;1;1;0
Vermelhos do Nene - 2021;20230920;1;1;0
Vermelhos do Tele - 1961;20230923;1;1;0
Vermelhos do Tim - 1944;20230924;1;1;0
Vila Belmiro;20230923;1;1;0
Vila Nova GO 0 X 2 Fluminense;20230921;1;1;0
Villalobos 1954;20230918;1;1;0
Virgilio Antunes;20230919;1;1;0
Vitor Mendes 2023;20230923;1;1;0
Vitoria BA 1 X 1 Fluminense;20230918;1;1;0
Vitoria BA 1 X 2 Fluminense;20230923;1;1;0
Vitoria BA 2 X 1 Fluminense;20230921;1;1;0
Volta Redonda 0 X 1 Fluminense;20230918;1;1;0
Volta Redonda 0 X 3 Fluminense;20230921;1;1;0
Volta Redonda 1 X 0 Fluminense;20230921;1;1;0
Volta Redonda 1 X 1 Fluminense;20230924;1;1;0
Volta Redonda 2 X 1 Fluminense;20230921;1;1;0
Volta Redonda 3 X 1 Fluminense;20230924;1;1;0
Wagner 2015;20230921;1;1;0
Wagner do Nascimento Magalhaes;20230920;1;1;0
Walbert 1986;20230922;1;1;1
Waldemar 1956;20230918;1;1;0
Waldir 1951;20230923;1;1;1
Waldsportstadion;20230924;1;1;0
Wallace 1995;20230921;1;1;0
Walter 1981;20230919;1;1;0
Walter 2015;20230919;1;1;0
Walter Fortes 1935;20230919;1;1;0
Walter Silva 1958;20230918;1;1;0
Walter Silva 1958;20230919;1;1;0
Washington 1989;20230919;1;1;0
Washington 1989;20230920;1;1;0
Washington 2010;20230919;1;1;0
Washington 2010;20230922;1;1;0
Wassil 1980;20230919;1;1;0
Waterman 1910;20230919;1;1;0
Welington 1998;20230918;1;1;1
Welington 1998;20230919;1;1;0
Welington 1998;20230920;1;0;0
Welington 1998;20230923;1;0;0
Welington Nem 2019;20230919;1;1;0
Wellerson 1997;20230919;1;1;0
Wellerson 1997;20230920;1;1;0
Wellerson 1997;20230923;1;1;0
Wellington 2022;20230919;1;1;0
Wellington Carvalho 2014;20230919;1;1;0
Wellington Monteiro 2009;20230919;1;1;0
Wellington Paulista 2015;20230919;1;1;0
Wellington Silva 2016;20230919;1;1;0
Wellington Silva 2021;20230919;1;1;0
Welton 1994;20230919;1;1;0
Wendel 2017;20230919;1;1;0
Wendell 1979;20230919;1;1;0
Willian 2014;20230919;1;1;0
Willian 2023;20230923;1;1;0
Willians 2011;20230921;1;1;0
Wilmar Roldan;20230923;1;1;0
Wilson 1958;20230918;1;1;0
Wilson Moreira 1960;20230918;1;1;0
Wilton Pereira Sampaio;20230919;1;1;0
Wilton Pereira Sampaio;20230922;1;1;0
Wordcloud Artilheiros;20230918;1;1;0
Wright 1904;20230920;1;1;0
Wagner 1993;20230924;1;1;0
Walter Lino 1963;20230919;1;1;0
XV de Jau 0 X 0 Fluminense;20230920;1;1;0
Xatara 1952;20230920;1;1;0
Xatara 1952;20230921;1;1;0
Yago 2023;20230921;1;1;0
Yago 2023;20230923;1;1;0
Yan 2002;20230923;1;1;0
Yan 2002 - Gols por Ano;20230922;1;1;0
Yony Gonzales 2023;20230921;1;1;0
Yony Gonzalez 2023;20230920;1;1;0
Yvson 1951;20230920;1;1;0
Zama Maciel;20230920;1;1;0
Zamora 0 X 1 Fluminense;20230922;1;1;0
Zanata 1991;20230921;1;1;0
Zetti 2000;20230921;1;1;0
Zetti 2000 - Gols sofridos por Estadio;20230922;1;1;0
Zeze 1982;20230921;1;1;0
Zeze Gomes 1985;20230921;1;1;0
Zildo 1951;20230918;1;1;0
Ze Henrique 1952;20230918;1;1;0
Ze Mario 1975;20230918;1;1;0
Alvaro Macedo 1906;20230918;1;1;0
Alvaro Quelhas;20230924;1;1;0
Arbitro;20230918;1;1;0
Arbitro;20230924;1;1;0
Italo 1959;20230918;1;1;0
Italo Del Cima;20230919;1;1;1
Italo Del Cima;20230923;1;1;1
Ultimos 100 jogos;20230921;1;1;0
Ultimos 2500 jogos como Mandante;20230920;1;1;0
Ultimos 5950 jogos;20230920;1;1;0
Ultimos 5979 jogos;20230918;1;1;0
Ultimos 5980 jogos;20230923;1;1;0
Ultimos 80 jogos;20230921;1;1;0
Ultimos Jogos;20230918;1;1;0
Ultimos Jogos;20230923;1;1;0
Ultimos jogos em estadio;20230920;1;1;0
Хеддок Лобо 0 х 1 Флуміненсе;20230923;1;1;0
