Título;Extenso;Sessões;Usuários;Novos usuários;Data
Julio Cesar 2018;20230806;1;1;0;06/08/2023
Juninho 2006;20230811;1;1;0;11/08/2023
Junior 1993;20230804;1;1;0;04/08/2023
Junior 1993;20230811;1;1;0;11/08/2023
Junior Barranquilla 1 X 1 Fluminense;20230809;1;1;0;09/08/2023
Junior Barranquilla 1 X 1 Fluminense;20230811;1;1;0;11/08/2023
Junior Barranquilla 3 X 0 Fluminense;20230811;1;1;0;11/08/2023
Junior Cesar 2008;20230810;1;1;0;10/08/2023
Juventude 1 X 0 Fluminense;20230811;1;1;0;11/08/2023
Juventude 2 X 1 Fluminense;20230807;1;1;0;07/08/2023
Juventus 1 X 0 Fluminense;20230810;1;1;0;10/08/2023
Jefferson 1992;20230807;1;1;0;07/08/2023
Joia da Princesa;20230803;1;1;0;03/08/2023
Julio Cesar 1996;20230807;1;1;0;07/08/2023
Julio Cesar 1996;20230811;1;1;0;11/08/2023
Kashima Antlers 1 X 1 Fluminense;20230804;1;1;0;04/08/2023
Kayky 2021 - Gols por Ano;20230809;1;1;0;09/08/2023
Kenedy 2015;20230806;1;1;0;06/08/2023
Keno 2023;20230803;1;1;0;03/08/2023
Keno 2023;20230809;1;1;0;09/08/2023
Keno 2023;20230811;1;1;0;11/08/2023
Kieza 2010;20230807;1;1;0;07/08/2023
Kioto 0 X 2 Fluminense;20230804;1;1;0;04/08/2023
Klever 2015;20230808;1;1;0;08/08/2023
Kodak;20230809;1;1;0;09/08/2023
LDU 0 X 0 Fluminense;20230809;1;1;0;09/08/2023
LDU 4 X 2 Fluminense;20230809;1;1;0;09/08/2023
La Carolina;20230803;1;1;0;03/08/2023
La CoruÃ±a 1 X 2 Fluminense;20230807;1;1;0;07/08/2023
La CoruÃ±a 4 X 0 Fluminense;20230807;1;1;0;07/08/2023
Lafaiete 1956;20230807;1;1;1;07/08/2023
Lanzini 2012;20230803;1;1;0;03/08/2023
Lanzini 2012;20230810;1;1;0;10/08/2023
Laranja 2013 - 2014;20230804;1;1;0;04/08/2023
Laranja 2015;20230804;1;1;0;04/08/2023
Laranjeiras;20230803;1;1;1;03/08/2023
Laranjeiras;20230805;1;1;1;05/08/2023
Laranjeiras;20230809;1;1;0;09/08/2023
Leandro 2005;20230812;1;1;0;12/08/2023
Leandro 2009;20230803;1;1;0;03/08/2023
Leandro Euzebio 2014;20230806;1;1;0;06/08/2023
Leandro Euzebio 2014;20230808;1;1;0;08/08/2023
Leandro Euzebio 2014;20230810;1;1;0;10/08/2023
Leandro Euzebio 2014 - Libertadores da America;20230810;1;1;0;10/08/2023
Leandro Silva 1995;20230812;1;1;0;12/08/2023
Lele 2023;20230804;1;1;0;04/08/2023
Lele 2023;20230809;1;1;0;09/08/2023
Lenny 2007;20230806;1;1;0;06/08/2023
Leo Fernandez 2023;20230803;1;1;0;03/08/2023
Leo Fernandez 2023;20230804;1;1;0;04/08/2023
Leo Fernandez 2023;20230805;1;1;0;05/08/2023
Leo Fernandez 2023;20230806;1;1;0;06/08/2023
Leo Fernandez 2023;20230809;1;1;0;09/08/2023
Leonico 0 X 1 Fluminense;20230807;1;1;0;07/08/2023
Libertad 1 X 1 Fluminense;20230811;1;1;0;11/08/2023
Libertad 1 X 2 Fluminense;20230809;1;1;0;09/08/2023
Libertad 3 X 0 Fluminense;20230811;1;1;0;11/08/2023
Libertad 3 X 0 Fluminense;20230812;1;1;0;12/08/2023
Libertadores da America;20230804;1;1;0;04/08/2023
Libertadores da America;20230807;1;1;0;07/08/2023
Libertadores da America;20230809;1;1;0;09/08/2023
Libertadores da America;20230812;1;1;0;12/08/2023
Libertadores da America - Andre 2023;20230808;1;1;0;08/08/2023
Libertadores da America - Felipe Melo 2023;20230808;1;1;0;08/08/2023
Libertadores da America - German Cano 2023;20230808;1;1;0;08/08/2023
Libertadores da America - Jhon Arias 2023;20230808;1;1;0;08/08/2023
Libertadores da America - Maracana;20230803;1;1;0;03/08/2023
Libertadores da America - Maracana;20230807;1;1;0;07/08/2023
Libertadores da America - Nino 2023;20230808;1;1;0;08/08/2023
Libertadores da America - Paulo Henrique Ganso 2023;20230808;1;1;0;08/08/2023
Libertadores da America 1971;20230803;1;1;0;03/08/2023
Libertadores da America 1971;20230809;1;1;0;09/08/2023
Libertadores da America 1971;20230810;1;1;0;10/08/2023
Libertadores da America 1985;20230807;1;1;0;07/08/2023
Libertadores da America 1985;20230808;1;1;0;08/08/2023
Libertadores da America 1985;20230809;1;1;0;09/08/2023
Libertadores da America 1985;20230810;1;1;0;10/08/2023
Libertadores da America 2008;20230807;1;1;0;07/08/2023
Libertadores da America 2011;20230804;1;1;0;04/08/2023
Libertadores da America 2011;20230810;1;1;0;10/08/2023
Libertadores da America 2011;20230812;1;1;0;12/08/2023
Libertadores da America 2012;20230804;1;1;0;04/08/2023
Libertadores da America 2012;20230807;1;1;0;07/08/2023
Libertadores da America 2013;20230807;1;1;0;07/08/2023
Libertadores da America 2021;20230803;1;1;0;03/08/2023
Libertadores da America 2021;20230807;1;1;0;07/08/2023
Libertadores da America 2021;20230810;1;1;0;10/08/2023
Libertadores da America 2022;20230803;1;1;0;03/08/2023
Libertadores da America 2022;20230807;1;1;0;07/08/2023
Libertadores da America 2023;20230803;1;1;0;03/08/2023
Libertadores da America 2023;20230806;1;1;0;06/08/2023
Libertadores da America 2023;20230807;1;1;0;07/08/2023
Libertadores da America 2023;20230810;1;1;0;10/08/2023
Libertadores da America 2023;20230811;1;1;0;11/08/2023
Libertadores da America 2023 - Argentino Juniors;20230807;1;1;0;07/08/2023
Libertadores da America contra times do(a) Argentina;20230804;1;1;0;04/08/2023
Libertadores da America contra times do(a) Brasil;20230808;1;1;0;08/08/2023
Libertadores da America contra times do(a) Paraguai;20230808;1;1;0;08/08/2023
Libertadores da America contra times do(a) Paraguai;20230811;1;1;0;11/08/2023
Lima 2023;20230803;1;1;0;03/08/2023
Lima 2023;20230806;1;1;0;06/08/2023
Lima 2023;20230807;1;1;0;07/08/2023
Lima 2023;20230808;1;1;0;08/08/2023
Lima 2023;20230809;1;1;0;09/08/2023
Lira 1995;20230807;1;1;0;07/08/2023
Lista de Adversario do mesmo pais;20230809;1;1;0;09/08/2023
Lista de Adversario do mesmo pais;20230810;1;1;0;10/08/2023
Lista de Adversario do mesmo pais;20230812;1;1;0;12/08/2023
Lista de Jogadores por Nacionalidade;20230806;1;1;0;06/08/2023
Lista de Arbitros do mesmo pais;20230808;1;1;0;08/08/2023
Litoral 2 X 2 Fluminense;20230810;1;1;0;10/08/2023
Londrina 3 X 0 Fluminense;20230807;1;1;0;07/08/2023
Luciano 2019;20230808;1;1;0;08/08/2023
Luis Antonio 1995;20230803;1;1;1;03/08/2023
Luis Antonio 1995;20230806;1;1;1;06/08/2023
Luis Carlos 1978;20230807;1;1;0;07/08/2023
Luis Carlos Felix;20230810;1;1;0;10/08/2023
Luis Eduardo 1994;20230807;1;1;0;07/08/2023
Luis Eduardo 1994;20230811;1;1;0;11/08/2023
Luis Marcelo 1992;20230809;1;1;0;09/08/2023
Luiz Alberto 1977;20230805;1;1;0;05/08/2023
Luiz Alberto 2009;20230806;1;1;0;06/08/2023
Luiz Alberto 2009;20230810;1;1;0;10/08/2023
Luiz Antonio 1982;20230807;1;1;0;07/08/2023
Luiz Henrique 2022;20230806;1;1;0;06/08/2023
Luiz Henrique 2022 - Gols por Ano;20230809;1;1;0;09/08/2023
Luverdense 0 X 0 Fluminense;20230811;1;1;0;11/08/2023
Lyrio Nascimento;20230807;1;1;0;07/08/2023
Mabilia 1994;20230807;1;1;0;07/08/2023
Macale 1993;20230807;1;1;0;07/08/2023
Macale 1993;20230811;1;1;0;11/08/2023
Macae 0 X 0 Fluminense;20230811;1;1;0;11/08/2023
Macae 0 X 4 Fluminense;20230811;1;1;0;11/08/2023
Machado 1922;20230807;1;1;0;07/08/2023
Madureira 0 X 0 Fluminense;20230812;1;1;0;12/08/2023
Madureira 0 X 1 Fluminense;20230807;1;1;0;07/08/2023
Madureira 0 X 1 Fluminense;20230811;1;1;0;11/08/2023
Madureira 0 X 2 Fluminense;20230807;1;1;0;07/08/2023
Madureira 0 X 4 Fluminense;20230812;1;1;0;12/08/2023
Madureira 0 X 6 Fluminense;20230807;1;1;0;07/08/2023
Madureira 1 X 0 Fluminense;20230807;1;1;0;07/08/2023
Madureira 1 X 2 Fluminense;20230812;1;1;0;12/08/2023
Madureira 1 X 3 Fluminense;20230807;1;1;0;07/08/2023
Madureira 1 X 5 Fluminense;20230803;1;1;0;03/08/2023
Madureira 2 X 4 Fluminense;20230807;1;1;0;07/08/2023
Madureira 3 X 2 Fluminense;20230808;1;1;0;08/08/2023
Magnones 1945;20230808;1;1;0;08/08/2023
Maior Artilheiro contra Adversario;20230803;1;1;0;03/08/2023
Maior Artilheiro contra Adversario;20230804;1;1;0;04/08/2023
Maior Artilheiro contra Adversario;20230808;1;1;0;08/08/2023
Maior Artilheiro contra Adversario;20230811;1;1;0;11/08/2023
Maior Artilheiro em 1 campeonato;20230809;1;1;0;09/08/2023
Maior Artilheiro em Ano;20230804;1;1;0;04/08/2023
Maior Artilheiro em Ano;20230809;1;1;0;09/08/2023
Maior Artilheiro em Campeonato;20230804;1;1;0;04/08/2023
Maior Artilheiro em Campeonato;20230807;1;1;0;07/08/2023
Maior Artilheiro em Estadio;20230808;1;1;0;08/08/2023
Maiores Artilheiros;20230804;1;1;0;04/08/2023
Maiores Artilheiros;20230807;1;1;0;07/08/2023
Maiores Artilheiros;20230809;1;1;0;09/08/2023
Maiores Artilheiros;20230811;1;1;0;11/08/2023
Maiores Artilheiros por ano;20230810;1;1;0;10/08/2023
Maiores Artilheiros seculo XX;20230809;1;1;0;09/08/2023
Maiores Artilheiros seculo XXI;20230809;1;1;0;09/08/2023
Maiores Assistentes;20230810;1;1;0;10/08/2023
Maiores Publicos;20230803;1;1;0;03/08/2023
Maiores Publicos;20230809;1;1;0;09/08/2023
Maiores Publicos;20230810;1;1;0;10/08/2023
Maiores Publicos;20230812;1;1;0;12/08/2023
Maiores Publicos - Brasileiro 2023;20230809;1;1;0;09/08/2023
Maiores Publicos - Carioca 2023;20230809;1;1;0;09/08/2023
Maiores Publicos - Classicos;20230810;1;1;1;10/08/2023
Maiores Publicos - Copa Sul Americana;20230811;1;1;0;11/08/2023
Maiores Publicos - Copa do Brasil 2023;20230809;1;1;0;09/08/2023
Maiores Publicos - Libertadores da America;20230809;1;1;0;09/08/2023
Maiores Publicos - Libertadores da America;20230811;1;1;0;11/08/2023
Maiores Publicos - Libertadores da America 2023;20230809;1;1;0;09/08/2023
Maiores Publicos - Palmeiras;20230803;1;1;0;03/08/2023
Maiores Publicos - Palmeiras;20230806;1;1;0;06/08/2023
Maiores Publicos contra Flamengo - Maracana;20230812;1;1;0;12/08/2023
Maiores Publicos contra Guarani - Maracana;20230812;1;1;0;12/08/2023
Maiores publicos contra adversario em estadio;20230812;1;1;0;12/08/2023
Maiores publicos por Adversarios;20230806;1;1;0;06/08/2023
Mais Jogos;20230810;1;1;0;10/08/2023
Mais defendeu penalties;20230808;1;1;0;08/08/2023
Mais jogos contra Adversario;20230807;1;1;0;07/08/2023
Mais jogos contra Adversario;20230812;1;1;0;12/08/2023
Mais jogos contra Adversario em Campeonato;20230812;1;1;0;12/08/2023
Mais jogos contra Flamengo;20230807;1;1;0;07/08/2023
Mais jogos contra Gremio;20230812;1;1;0;12/08/2023
Mais jogos contra Gremio - Brasileiro;20230812;1;1;0;12/08/2023
Mais jogos em Campeonato;20230804;1;1;0;04/08/2023
Mais jogos em Campeonato;20230806;1;1;0;06/08/2023
Mais jogos em Campeonato;20230807;1;1;0;07/08/2023
Mais jogos no(a) Brasileiro;20230811;1;1;0;11/08/2023
Mais jogos no(a) Brasileiro;20230812;1;1;0;12/08/2023
Mais jogos no(a) Brasileiro 2023;20230806;1;1;0;06/08/2023
Mais jogos no(a) Brasileiro 2023;20230812;1;1;0;12/08/2023
Mais jogos no(a) Carioca;20230811;1;1;0;11/08/2023
Mais jogos no(a) Copa do Brasil;20230811;1;1;0;11/08/2023
Mais jogos no(a) Copa do Brasil;20230812;1;1;0;12/08/2023
Mais jogos no(a) Libertadores da America;20230804;1;1;0;04/08/2023
Mais jogos no(a) Libertadores da America;20230807;1;1;0;07/08/2023
Mais jogos no(a) Libertadores da America;20230812;1;1;0;12/08/2023
Mais jogos no(a) Libertadores da America 2023;20230808;1;1;0;08/08/2023
Mais jogos no(a) Libertadores da America 2023;20230810;1;1;0;10/08/2023
Mais jogos nos Seculos;20230804;1;1;0;04/08/2023
Mais jogos nos Seculos;20230808;1;1;0;08/08/2023
Mais jogos nos Seculos;20230809;1;1;0;09/08/2023
Mais jogou em Campeonato;20230808;1;1;0;08/08/2023
Mais jogou em Campeonato;20230812;1;1;0;12/08/2023
Mais treinou em Campeonato;20230806;1;1;0;06/08/2023
Mais treinou em Campeonato;20230810;1;1;0;10/08/2023
Mais vezes Artilheiros Anuais;20230806;1;1;0;06/08/2023
Mais vitorias no seculo;20230810;1;1;0;10/08/2023
Manchester United 0 X 0 Fluminense;20230807;1;1;0;07/08/2023
Manoel 1964;20230812;1;1;0;12/08/2023
Manoel 2023;20230804;1;1;0;04/08/2023
Manoel 2023;20230807;1;1;0;07/08/2023
Manoel 2023;20230809;1;1;0;09/08/2023
Manoel Ferrera;20230809;1;1;0;09/08/2023
Manoel Schwartz contra Flamengo;20230804;1;1;0;04/08/2023
Manoel Schwartz em classicos;20230807;1;1;0;07/08/2023
Maracana;20230807;1;1;0;07/08/2023
Maracana;20230808;1;1;0;08/08/2023
Maracana - Copa Sul Americana;20230809;1;1;0;09/08/2023
Maracana - Copa Sul Americana;20230810;1;1;0;10/08/2023
Maracana - Copa Sul Americana 2018;20230807;1;1;0;07/08/2023
Maracana - Copa Sul Americana 2019;20230807;1;1;0;07/08/2023
Maracana - Copa Sul Americana 2020;20230807;1;1;0;07/08/2023
Maracana - Copa Sul Americana 2022;20230807;1;1;0;07/08/2023
Maracana - Escurinho 1964;20230804;1;1;0;04/08/2023
Maracana - Internacional;20230803;1;1;0;03/08/2023
Maracana - Libertadores da America;20230806;1;1;0;06/08/2023
Maracana - Libertadores da America;20230810;1;1;0;10/08/2023
Maracana - Libertadores da America;20230811;1;1;0;11/08/2023
Maracana - Libertadores da America 1971;20230807;1;1;0;07/08/2023
Maracana - Libertadores da America 1985;20230807;1;1;0;07/08/2023
Maracana - Libertadores da America 2021;20230807;1;1;0;07/08/2023
Maracana - Libertadores da America 2023;20230807;1;1;0;07/08/2023
Maracana - Palmeiras;20230804;1;1;0;04/08/2023
Maracana - Washington 1989;20230804;1;1;0;04/08/2023
Maracana - Washington 2010;20230804;1;1;0;04/08/2023
Maracana - Wellington 2022;20230804;1;1;0;04/08/2023
Maracana em 01/01/2013 - 08/08/2023;20230808;1;1;0;08/08/2023
Maracana em 01/01/2020 - 09/08/2023;20230810;1;1;0;10/08/2023
Maracana em 01/04/2021 - 09/08/2023;20230809;1;1;0;09/08/2023
Maracana em 01/06/2020 - 09/08/2023;20230810;1;1;0;10/08/2023
Maracana em 01/08/2020 - 09/08/2023;20230810;1;1;0;10/08/2023
Maracana em 01/09/2020 - 09/08/2023;20230810;1;1;0;10/08/2023
Maracana em 05/09/2020 - 09/08/2023;20230810;1;1;0;10/08/2023
Maracana em 15/08/2020 - 09/08/2023;20230810;1;1;0;10/08/2023
Maracana em 15/09/2020 - 09/08/2023;20230810;1;1;0;10/08/2023
Maracana em 20/08/2020 - 09/08/2023;20230810;1;1;0;10/08/2023
Maracana em 20/09/2020 - 09/08/2023;20230810;1;1;0;10/08/2023
Maracana em 23/05/1999 - 02/09/1999;20230810;1;1;0;10/08/2023
Maranhao 2017;20230804;1;1;0;04/08/2023
Marcas Historicas Atuais;20230803;1;1;0;03/08/2023
Marcas Historicas Atuais;20230804;1;1;0;04/08/2023
Marcas Historicas Atuais;20230805;1;1;0;05/08/2023
Marcas Historicas Atuais;20230806;1;1;0;06/08/2023
Marcas Historicas Atuais;20230811;1;1;0;11/08/2023
Marcelo 2023;20230804;1;1;0;04/08/2023
Marcelo 2023;20230805;1;1;0;05/08/2023
Marcelo 2023;20230807;1;1;0;07/08/2023
Marcelo 2023;20230811;1;1;0;11/08/2023
Marcelo Barreto 1993;20230807;1;1;0;07/08/2023
Marcelo Barreto 1993;20230811;1;1;0;11/08/2023
Marcelo Henrique 1990;20230805;1;1;0;05/08/2023
Marcelo de Souza Pinto;20230811;1;1;0;11/08/2023
Marco Antonio Colares Brasil;20230811;1;1;0;11/08/2023
Marcos Felipe 2022;20230808;1;1;0;08/08/2023
Marcos Junior 2018;20230806;1;1;0;06/08/2023
Marcos Paulo 2021;20230806;1;1;0;06/08/2023
Marcao 2006;20230807;1;1;0;07/08/2023
Marcilio Dias 3 X 4 Fluminense;20230807;1;1;0;07/08/2023
Marcilio Dias 3 X 4 Fluminense;20230810;1;1;0;10/08/2023
Maringa 1 X 1 Fluminense;20230810;1;1;0;10/08/2023
Marinho 1974;20230803;1;1;0;03/08/2023
Marinho 1981;20230807;1;1;0;07/08/2023
Marinho 1981;20230810;1;1;0;10/08/2023
Marinho Chagas 1978;20230803;1;1;0;03/08/2023
Mario Bittencourt contra Flamengo;20230804;1;1;0;04/08/2023
Mario Bittencourt em classicos;20230807;1;1;0;07/08/2023
Marlon 2016;20230806;1;1;0;06/08/2023
Marlon 2022;20230803;1;1;0;03/08/2023
Marlon 2022;20230806;1;1;0;06/08/2023
Marlon 2022;20230808;1;1;0;08/08/2023
Marlon 2023;20230810;1;1;0;10/08/2023
Marlon Freitas 2018;20230804;1;1;0;04/08/2023
Marquinho - 23;20230812;1;1;0;12/08/2023
Marquinho - 7;20230812;1;1;0;12/08/2023
Marquinho 2017;20230812;1;1;0;12/08/2023
Marquinho 2017 - Gols por Ano;20230809;1;1;0;09/08/2023
Marrony 2023 - Gols por Ano;20230809;1;1;0;09/08/2023
Martim 1914 - Gols por Ano;20230809;1;1;0;09/08/2023
Martinelli 2023;20230807;1;1;0;07/08/2023
Martinez 2003;20230810;1;1;1;10/08/2023
Martinuccio 2012 - Gols por Ano;20230809;1;1;0;09/08/2023
Mascarenhas 2019 - Gols por Ano;20230809;1;1;0;09/08/2023
Mascotes;20230810;1;1;1;10/08/2023
Mateus 1964;20230807;1;1;0;07/08/2023
Mateus 1964 - Gols por Ano;20230809;1;1;0;09/08/2023
Mateus Goncalves 2019 - Gols por Ano;20230809;1;1;0;09/08/2023
Mateus Norton 2018 - Gols por Ano;20230809;1;1;0;09/08/2023
Matheus Alessandro 2020;20230808;1;1;0;08/08/2023
Matheus Alessandro 2020 - Gols por Ano;20230809;1;1;0;09/08/2023
Matheus Carvalho 2014;20230806;1;1;0;06/08/2023
Matheus Carvalho 2014 - Gols por Ano;20230809;1;1;0;09/08/2023
Matheus Ferraz 2022 - Gols por Ano;20230809;1;1;0;09/08/2023
Matheus Martins 2022;20230804;1;1;0;04/08/2023
Matheus Martins 2022;20230806;1;1;0;06/08/2023
Matte Viton;20230809;1;1;0;09/08/2023
Mauricio 2010;20230806;1;1;0;06/08/2023
Mauricio 2010;20230807;1;1;0;07/08/2023
Mauricio 2010;20230810;1;1;0;10/08/2023
Mauricio Fernandes 2002;20230807;1;1;0;07/08/2023
Mazinho 1974;20230804;1;1;0;04/08/2023
Melhores Duplas;20230804;1;1;0;04/08/2023
Melhores Duplas;20230809;1;1;0;09/08/2023
Menores Publicos;20230812;1;1;0;12/08/2023
Miguel 1956;20230807;1;1;0;07/08/2023
Milionarios 1 X 2 Fluminense;20230809;1;1;0;09/08/2023
Milionarios 1 X 2 Fluminense;20230811;1;1;0;11/08/2023
Minutagem 2022;20230807;1;1;0;07/08/2023
Minutagem 2023;20230809;1;1;0;09/08/2023
Minutagem em Ano;20230807;1;1;0;07/08/2023
Minutagem em Ano;20230809;1;1;0;09/08/2023
Mixto 1 X 1 Fluminense;20230807;1;1;0;07/08/2023
Mondaine;20230809;1;1;0;09/08/2023
Monumental de Nunez;20230809;1;1;0;09/08/2023
Moraes 1918;20230807;1;1;0;07/08/2023
Morales 1945;20230808;1;1;0;08/08/2023
Moto Club 0 X 3 Fluminense;20230807;1;1;0;07/08/2023
Moto Club 2 X 4 Fluminense;20230811;1;1;0;11/08/2023
Mpa-petrolier-alger - Amistoso Internacional - Cinco de Julho;20230807;1;1;0;07/08/2023
Mpa-petrolier-alger 2 X 1 Fluminense;20230810;1;1;0;10/08/2023
Multilinha Artilheiros;20230809;1;1;0;09/08/2023
Multilinha Combinada de Artilheiros;20230809;1;1;0;09/08/2023
Mutzembecker 1913;20230807;1;1;0;07/08/2023
Marcio 1969;20230803;1;1;1;03/08/2023
Marcio 1969;20230808;1;1;0;08/08/2023
Marcio Baby 1994;20230807;1;1;0;07/08/2023
Mario Alexandre 1993;20230804;1;1;0;04/08/2023
Mario Faria 1951;20230807;1;1;0;07/08/2023
Mario Jorge 1981;20230805;1;1;1;05/08/2023
Mario Jorge 1981;20230807;1;1;0;07/08/2023
Mario Marques 1982;20230807;1;1;0;07/08/2023
Mario Sanchez;20230809;1;1;0;09/08/2023
Mario Tilico 1967;20230807;1;1;0;07/08/2023
Mario Tilico 1994;20230807;1;1;0;07/08/2023
Media de Gols;20230808;1;1;0;08/08/2023
Media de Publico - 1938;20230809;1;1;0;09/08/2023
Media de Publico - 1971;20230809;1;1;0;09/08/2023
Media de Publico - 1975;20230809;1;1;0;09/08/2023
Media de Publico - 1998;20230809;1;1;0;09/08/2023
Media de Publico - 1999;20230809;1;1;0;09/08/2023
Media de Publico - 2002;20230809;1;1;0;09/08/2023
Media de Publico - 2004;20230809;1;1;0;09/08/2023
Media de Publico - 2021;20230809;1;1;0;09/08/2023
Media de Publico - Guarani;20230812;1;1;0;12/08/2023
Nacional AM 0 X 0 Fluminense;20230806;1;1;0;06/08/2023
Nacional AM 0 X 0 Fluminense;20230812;1;1;0;12/08/2023
Nacional AM 0 X 1 Fluminense;20230803;1;1;0;03/08/2023
Nacional AM 0 X 2 Fluminense;20230807;1;1;0;07/08/2023
Nacional AM 1 X 3 Fluminense;20230807;1;1;0;07/08/2023
Nacional AM 3 X 3 Fluminense;20230806;1;1;0;06/08/2023
Nacional Uruguai 2 X 0 Fluminense;20230812;1;1;0;12/08/2023
Nathan 2022;20230811;1;1;0;11/08/2023
Nautico Itacoatiara 0 X 7 Fluminense;20230807;1;1;0;07/08/2023
Nei 1995;20230807;1;1;0;07/08/2023
Nei 1995;20230811;1;1;0;11/08/2023
Nei 2002;20230810;1;1;0;10/08/2023
Nei Andrade Nunesmaia;20230808;1;1;0;08/08/2023
Nei Dias 1982;20230807;1;1;0;07/08/2023
Nei Dias 1982;20230810;1;1;0;10/08/2023
Neinha 1981;20230807;1;1;0;07/08/2023
Nelson 1916;20230810;1;1;0;10/08/2023
Nene 2021;20230806;1;1;0;06/08/2023
Nepa 1 X 0 Fluminense;20230807;1;1;0;07/08/2023
Nepa 1 X 0 Fluminense;20230810;1;1;0;10/08/2023
Nilson 1993;20230804;1;1;0;04/08/2023
Nino 2023;20230803;1;1;0;03/08/2023
Nino 2023;20230804;1;1;0;04/08/2023
Nino 2023;20230805;1;1;0;05/08/2023
Nino 2023;20230807;1;1;0;07/08/2023
Nino 2023;20230808;1;1;0;08/08/2023
Nino 2023;20230810;1;1;0;10/08/2023
Nino 2023;20230811;1;1;0;11/08/2023
Nino 2023 - Libertadores da America;20230810;1;1;0;10/08/2023
Nonato 2022;20230804;1;1;0;04/08/2023
Nonato 2022;20230806;1;1;0;06/08/2023
Nova Friburgo 0 X 2 Fluminense;20230803;1;1;0;03/08/2023
Nova Friburgo 0 X 2 Fluminense;20230806;1;1;0;06/08/2023
Nova Friburgo 0 X 2 Fluminense;20230810;1;1;0;10/08/2023
Nova Iguacu 0 X 1 Fluminense;20230811;1;1;0;11/08/2023
Napoli - Amistoso Internacional - Comunale Partenio;20230807;1;1;0;07/08/2023
Nautico 0 X 1 Fluminense;20230803;1;1;0;03/08/2023
Nautico 0 X 1 Fluminense;20230806;1;1;0;06/08/2023
Nautico 3 X 1 Fluminense;20230805;1;1;0;05/08/2023
Nelio 1970;20230803;1;1;0;03/08/2023
Nelio 1970;20230811;1;1;1;11/08/2023
Numero de jogos em 1961;20230811;1;1;0;11/08/2023
Numero de jogos em 1962;20230811;1;1;0;11/08/2023
Numero de jogos em 1980;20230804;1;1;0;04/08/2023
Numero de jogos por em Ano;20230804;1;1;0;04/08/2023
Numero de jogos por em Ano;20230811;1;1;0;11/08/2023
Numeros em 2004;20230811;1;1;0;11/08/2023
Numeros em 2005;20230811;1;1;0;11/08/2023
Numeros por ano;20230811;1;1;0;11/08/2023
Numeros por posicao;20230812;1;1;0;12/08/2023
Oceanica;20230809;1;1;0;09/08/2023
Olaria 0 X 0 Fluminense;20230803;1;1;0;03/08/2023
Olaria 0 X 0 Fluminense;20230807;1;1;0;07/08/2023
Olaria 0 X 1 Fluminense;20230805;1;1;0;05/08/2023
Olaria 0 X 1 Fluminense;20230812;1;1;0;12/08/2023
Olaria 0 X 2 Fluminense;20230807;1;1;0;07/08/2023
Olaria 0 X 4 Fluminense;20230806;1;1;0;06/08/2023
Olaria 0 X 4 Fluminense;20230811;1;1;0;11/08/2023
Olaria 1 X 2 Fluminense;20230807;1;1;0;07/08/2023
Olaria 1 X 5 Fluminense;20230812;1;1;0;12/08/2023
Olaria 2 X 2 Fluminense;20230812;1;1;0;12/08/2023
Oldair 1965;20230812;1;1;0;12/08/2023
Olimpia - Libertadores da America;20230808;1;1;0;08/08/2023
Olimpia - Libertadores da America;20230810;1;1;0;10/08/2023
Olimpia 2 X 0 Fluminense;20230810;1;1;0;10/08/2023
Olimpia 2 X 0 Fluminense;20230812;1;1;0;12/08/2023
Olimpia 2 X 1 Fluminense;20230806;1;1;0;06/08/2023
Olimpia 2 X 1 Fluminense;20230809;1;1;0;09/08/2023
Olimpique Nice 1 X 2 Fluminense;20230807;1;1;0;07/08/2023
Olimpico Caracas;20230811;1;1;0;11/08/2023
Operario MS 2 X 1 Fluminense;20230807;1;1;0;07/08/2023
Oriente Petrolero 1 X 10 Fluminense;20230807;1;1;0;07/08/2023
Oriente Petrolero 1 X 10 Fluminense;20230810;1;1;0;10/08/2023
Oriente Petrolero 1 X 10 Fluminense;20230811;1;1;0;11/08/2023
Oscar Cox 1908;20230807;1;1;0;07/08/2023
Osni 1980;20230807;1;1;0;07/08/2023
Osvaldo Gomes 1921;20230806;1;1;0;06/08/2023
Osvaldo Gomes 1921;20230807;1;1;0;07/08/2023
Osvaldo Gomes 1921;20230810;1;1;0;10/08/2023
Pablo Dyego 2020;20230806;1;1;0;06/08/2023
Palmeiras - Brasileiro - Maracana;20230806;1;1;0;06/08/2023
Palmeiras - Libertadores da America;20230803;1;1;0;03/08/2023
Palmeiras - Maracana;20230804;1;1;0;04/08/2023
Palmeiras - Maracana;20230806;1;1;0;06/08/2023
Palmeiras 0 X 0 Fluminense;20230810;1;1;0;10/08/2023
Palmeiras 0 X 1 Fluminense;20230808;1;1;0;08/08/2023
Palmeiras 0 X 2 Fluminense;20230806;1;1;0;06/08/2023
